,kyon_nums,captured_kyons,dead_kyons,born_kyons,increase
0,250,0,0,0,0
1,250,0,0,0,0
2,250,0,0,0,0
3,249,1,1,0,-1
4,249,0,0,0,0
5,248,1,1,0,-1
6,248,0,0,0,0
7,248,0,0,0,0
8,248,0,0,0,0
9,248,0,0,0,0
10,248,0,0,0,0
11,248,0,0,0,0
12,248,0,0,0,0
13,248,0,0,0,0
14,247,1,1,0,-1
15,247,0,0,0,0
16,247,0,0,0,0
17,247,0,0,0,0
18,247,0,0,0,0
19,247,0,0,0,0
20,247,0,0,0,0
21,247,0,0,0,0
22,246,1,1,0,-1
23,246,0,0,0,0
24,246,0,0,0,0
25,246,0,0,0,0
26,246,0,0,0,0
27,245,1,1,0,-1
28,245,0,0,0,0
29,245,0,0,0,0
30,245,0,0,0,0
31,245,0,0,0,0
32,245,0,0,0,0
33,245,0,0,0,0
34,245,0,0,0,0
35,245,0,0,0,0
36,245,0,0,0,0
37,245,0,0,0,0
38,245,0,0,0,0
39,244,1,1,0,-1
40,244,0,0,0,0
41,244,0,0,0,0
42,242,1,2,0,-2
43,242,0,0,0,0
44,242,0,0,0,0
45,242,0,0,0,0
46,242,0,0,0,0
47,242,0,0,0,0
48,242,0,0,0,0
49,241,1,1,0,-1
50,239,2,2,0,-2
51,239,0,0,0,0
52,239,0,0,0,0
53,239,0,0,0,0
54,239,0,0,0,0
55,239,0,0,0,0
56,239,0,0,0,0
57,239,0,0,0,0
58,238,1,1,0,-1
59,238,0,0,0,0
60,238,0,0,0,0
61,238,0,0,0,0
62,237,1,1,0,-1
63,237,0,0,0,0
64,237,0,0,0,0
65,237,0,0,0,0
66,237,0,0,0,0
67,237,0,0,0,0
68,237,0,0,0,0
69,235,2,2,0,-2
70,235,0,0,0,0
71,235,0,0,0,0
72,234,1,1,0,-1
73,234,0,0,0,0
74,234,0,0,0,0
75,233,1,1,0,-1
76,233,0,0,0,0
77,233,0,0,0,0
78,233,0,0,0,0
79,233,0,0,0,0
80,233,0,0,0,0
81,233,0,0,0,0
82,233,0,0,0,0
83,233,0,0,0,0
84,233,0,0,0,0
85,233,0,0,0,0
86,233,0,0,0,0
87,233,0,0,0,0
88,233,0,0,0,0
89,233,0,0,0,0
90,233,0,0,0,0
91,232,1,1,0,-1
92,232,0,0,0,0
93,232,0,0,0,0
94,232,0,0,0,0
95,231,1,1,0,-1
96,230,1,1,0,-1
97,229,1,1,0,-1
98,229,0,0,0,0
99,229,0,0,0,0
100,229,0,0,0,0
101,228,1,1,0,-1
102,228,0,0,0,0
103,228,0,0,0,0
104,227,1,1,0,-1
105,227,0,0,0,0
106,227,0,0,0,0
107,226,1,1,0,-1
108,225,0,1,0,-1
109,225,0,0,0,0
110,225,0,0,0,0
111,225,0,0,0,0
112,225,0,0,0,0
113,223,2,2,0,-2
114,222,1,1,0,-1
115,222,0,0,0,0
116,222,0,0,0,0
117,220,2,2,0,-2
118,220,0,0,0,0
119,220,0,0,0,0
120,220,0,0,0,0
121,219,1,1,0,-1
122,219,0,0,0,0
123,218,1,1,0,-1
124,218,0,0,0,0
125,218,0,0,0,0
126,217,1,1,0,-1
127,217,0,0,0,0
128,217,0,0,0,0
129,217,0,0,0,0
130,217,0,0,0,0
131,217,0,0,0,0
132,217,0,0,0,0
133,216,1,1,0,-1
134,216,0,0,0,0
135,216,0,0,0,0
136,216,0,0,0,0
137,216,0,0,0,0
138,216,0,0,0,0
139,216,0,0,0,0
140,215,1,1,0,-1
141,215,0,0,0,0
142,215,0,0,0,0
143,215,0,0,0,0
144,215,0,0,0,0
145,215,0,0,0,0
146,215,0,0,0,0
147,215,0,0,0,0
148,215,0,0,0,0
149,215,0,0,0,0
150,214,1,1,0,-1
151,213,1,1,0,-1
152,212,1,1,0,-1
153,212,0,0,0,0
154,211,1,1,0,-1
155,211,0,0,0,0
156,211,0,0,0,0
157,211,0,0,0,0
158,210,1,1,0,-1
159,210,0,0,0,0
160,210,0,0,0,0
161,210,0,0,0,0
162,210,0,0,0,0
163,210,0,0,0,0
164,210,0,0,0,0
165,210,0,0,0,0
