,kyon_nums,eaten_kyons,dead_kyons,born_kyons,eaten_grasses,increase
1062,317,1,0,0,182,-1
1063,317,0,0,0,230,0
1064,317,1,1,2,218,0
1065,318,0,0,1,151,1
1066,318,0,0,0,187,0
1067,318,0,0,0,236,0
1068,319,0,0,1,171,1
1069,320,0,0,1,187,1
1070,320,0,0,0,241,0
1071,321,0,0,1,179,1
1072,318,1,2,0,120,-3
1073,318,0,0,0,164,0
1074,319,0,0,1,211,1
1075,320,0,0,1,193,1
1076,319,1,0,0,191,-1
1077,320,0,0,1,235,1
1078,319,1,0,0,222,-1
1079,320,0,0,1,166,1
1080,320,1,0,1,180,0
1081,320,0,1,1,139,0
1082,320,0,0,0,206,0
1083,320,0,0,0,144,0
1084,321,0,0,1,261,1
1085,322,0,0,1,231,1
1086,323,0,0,1,152,1
1087,323,0,0,0,120,0
1088,324,0,0,1,159,1
1089,324,1,0,1,180,0
1090,325,0,1,2,251,1
1091,325,0,0,0,211,0
1092,324,1,1,1,156,-1
1093,324,0,0,0,138,0
1094,323,0,1,0,174,-1
1095,322,0,1,0,188,-1
1096,322,1,0,1,193,0
1097,321,1,0,0,239,-1
1098,319,1,1,0,182,-2
1099,318,1,0,0,170,-1
1100,319,0,0,1,126,1
1101,320,0,0,1,206,1
1102,318,1,1,0,237,-2
1103,319,0,0,1,167,1
1104,319,0,0,0,177,0
1105,321,0,0,2,228,2
1106,320,0,1,0,165,-1
1107,319,0,1,0,145,-1
1108,318,1,0,0,156,-1
1109,318,1,1,2,242,0
1110,318,0,0,0,186,0
1111,318,0,0,0,180,0
1112,318,0,0,0,128,0
1113,320,0,0,2,210,2
1114,320,0,1,1,201,0
1115,321,0,0,1,248,1
1116,320,0,1,0,233,-1
1117,318,0,2,0,147,-2
1118,318,0,0,0,136,0
1119,318,0,0,0,166,0
1120,318,1,0,1,233,0
1121,318,0,1,1,217,0
1122,317,1,0,0,174,-1
1123,318,0,0,1,181,1
1124,319,0,0,1,153,1
1125,318,1,0,0,181,-1
1126,318,0,0,0,253,0
1127,318,0,0,0,219,0
1128,318,1,0,1,152,0
1129,318,0,0,0,138,0
1130,317,0,1,0,158,-1
1131,316,1,0,0,215,-1
1132,317,0,0,1,211,1
1133,317,0,0,0,181,0
1134,317,0,0,0,182,0
1135,318,0,0,1,239,1
1136,320,0,0,2,226,2
1137,320,0,0,0,164,0
1138,320,1,0,1,125,0
1139,320,0,0,0,164,0
1140,319,0,1,0,171,-1
1141,317,1,1,0,208,-2
1142,315,2,0,0,223,-2
1143,318,0,0,3,238,3
1144,317,0,1,0,165,-1
1145,317,0,0,0,187,0
1146,318,0,0,1,247,1
1147,318,0,0,0,164,0
1148,318,0,0,0,180,0
1149,317,1,1,1,191,-1
1150,316,1,0,0,199,-1
1151,316,1,0,1,128,0
1152,316,0,0,0,147,0
1153,316,0,0,0,161,0
1154,318,0,0,2,204,2
1155,317,0,2,1,233,-1
1156,317,1,0,1,233,0
1157,317,0,0,0,167,0
1158,319,0,0,2,183,2
1159,320,0,0,1,158,1
1160,320,0,0,0,188,0
1161,320,1,0,1,165,0
1162,320,0,1,1,195,0
1163,320,0,0,0,200,0
1164,320,0,0,0,236,0
1165,319,0,1,0,218,-1
1166,319,1,0,1,178,0
1167,318,1,0,0,124,-1
1168,319,0,0,1,257,1
1169,320,0,0,1,193,1
1170,319,0,1,0,160,-1
1171,321,0,0,2,142,2
1172,321,0,0,0,222,0
1173,321,0,0,0,153,0
1174,321,0,0,0,252,0
1175,321,0,0,0,228,0
1176,320,0,1,0,161,-1
1177,320,0,0,0,177,0
1178,320,0,1,1,144,0
1179,320,0,0,0,201,0
1180,321,0,0,1,153,1
1181,321,0,0,0,193,0
1182,320,0,1,0,153,-1
1183,318,1,1,0,247,-2
1184,318,0,0,0,218,0
1185,320,0,0,2,162,2
1186,317,1,2,0,137,-3
1187,319,0,0,2,250,2
1188,317,1,1,0,179,-2
1189,316,1,0,0,169,-1
1190,316,0,1,1,234,0
1191,318,0,0,2,179,2
1192,318,0,0,0,189,0
1193,319,0,0,1,251,1
1194,319,1,0,1,159,0
1195,319,0,0,0,192,0
1196,320,0,0,1,150,1
1197,322,0,0,2,178,2
1198,323,0,0,1,171,1
1199,323,0,0,0,209,0
1200,323,1,0,1,236,0
1201,323,0,0,0,225,0
1202,323,0,0,0,187,0
1203,323,0,0,0,206,0
1204,323,0,0,0,247,0
1205,324,0,0,1,197,1
1206,324,1,0,1,141,0
1207,325,0,0,1,256,1
1208,325,0,0,0,195,0
1209,325,0,0,0,192,0
1210,327,0,0,2,139,2
1211,327,0,0,0,224,0
1212,327,1,0,1,238,0
1213,326,0,1,0,251,-1
1214,325,0,1,0,176,-1
1215,326,0,0,1,126,1
1216,326,0,0,0,270,0
1217,327,0,0,1,230,1
1218,328,0,0,1,175,1
1219,328,0,1,1,214,0
1220,329,0,1,2,199,1
1221,329,0,0,0,154,0
1222,329,0,0,0,165,0
1223,330,0,1,2,166,1
1224,329,1,0,0,257,-1
1225,329,0,1,1,177,0
1226,329,0,0,0,176,0
1227,327,0,2,0,142,-2
1228,327,0,0,0,259,0
1229,329,0,0,2,196,2
1230,330,0,0,1,185,1
1231,330,0,1,1,143,0
1232,331,0,0,1,214,1
1233,331,0,1,1,232,0
1234,331,0,0,0,238,0
1235,333,0,0,2,174,2
1236,334,0,0,1,144,1
1237,331,1,2,0,212,-3
1238,330,1,0,0,252,-1
1239,331,0,0,1,169,1
1240,332,0,0,1,136,1
1241,331,0,1,0,168,-1
1242,333,0,0,2,245,2
1243,333,1,1,2,221,0
1244,333,0,0,0,177,0
1245,334,0,0,1,190,1
1246,333,1,0,0,152,-1
1247,332,1,0,0,214,-1
1248,332,0,0,0,165,0
1249,333,0,0,1,212,1
1250,333,1,0,1,155,0
1251,334,0,1,2,197,1
1252,334,0,0,0,258,0
1253,335,0,0,1,181,1
1254,335,0,0,0,180,0
1255,334,0,1,0,263,-1
1256,335,0,0,1,193,1
1257,334,1,1,1,181,-1
1258,332,1,1,0,128,-2
1259,332,1,0,1,207,0
1260,333,0,0,1,257,1
1261,333,0,0,0,173,0
1262,333,1,1,2,132,0
1263,333,0,0,0,165,0
1264,333,0,0,0,252,0
1265,333,0,0,0,173,0
1266,332,0,1,0,180,-1
1267,332,0,0,0,156,0
1268,333,0,0,1,214,1
1269,333,0,0,0,204,0
1270,333,0,0,0,254,0
1271,331,1,1,0,191,-2
1272,331,0,0,0,182,0
1273,330,0,1,0,246,-1
1274,329,1,0,0,198,-1
1275,328,1,0,0,182,-1
1276,328,0,0,0,159,0
1277,328,0,0,0,215,0
1278,329,0,0,1,246,1
1279,329,0,0,0,244,0
1280,329,0,0,0,177,0
1281,331,0,0,2,181,2
1282,332,0,0,1,214,1
1283,332,0,0,0,152,0
1284,332,1,0,1,158,0
1285,332,0,0,0,166,0
1286,333,1,0,2,221,1
1287,333,1,0,1,192,0
1288,335,0,0,2,187,2
1289,335,0,0,0,258,0
1290,334,0,1,0,221,-1
1291,335,0,0,1,174,1
1292,337,0,0,2,200,2
1293,336,0,1,0,205,-1
1294,334,0,2,0,146,-2
1295,334,0,0,0,203,0
1296,335,0,0,1,157,1
1297,336,0,1,2,218,1
1298,335,0,1,0,241,-1
1299,333,2,0,0,175,-2
1300,335,0,0,2,139,2
1301,336,0,0,1,167,1
1302,338,1,0,3,264,2
1303,340,0,1,3,221,2
1304,341,0,0,1,171,1
1305,340,0,2,1,202,-1
1306,341,1,0,2,134,1
1307,342,0,0,1,219,1
1308,342,0,0,0,168,0
1309,344,0,0,2,191,2
1310,344,1,0,1,225,0
1311,344,0,0,0,196,0
1312,345,0,0,1,195,1
1313,345,0,0,0,211,0
1314,343,2,0,0,205,-2
1315,343,1,0,1,201,0
1316,341,3,0,1,192,-2
1317,342,0,0,1,200,1
1318,343,0,0,1,269,1
1319,343,0,0,0,182,0
1320,342,0,2,1,178,-1
1321,343,0,0,1,141,1
1322,341,1,2,1,218,-2
1323,342,0,0,1,223,1
1324,343,0,1,2,191,1
1325,341,0,2,0,249,-2
1326,340,1,0,0,181,-1
1327,343,0,0,3,188,3
1328,343,0,0,0,249,0
1329,342,1,0,0,172,-1
1330,342,0,2,2,187,0
1331,342,0,0,0,270,0
1332,341,1,0,0,240,-1
1333,341,0,0,0,194,0
1334,342,0,0,1,201,1
1335,342,0,0,0,257,0
1336,342,0,1,1,177,0
1337,341,1,0,0,189,-1
1338,341,0,0,0,261,0
1339,341,0,0,0,193,0
1340,340,0,1,0,154,-1
1341,339,2,0,1,226,-1
1342,337,1,1,0,171,-2
1343,338,0,0,1,206,1
1344,338,0,0,0,158,0
1345,338,0,0,0,211,0
1346,337,1,0,0,255,-1
1347,337,0,1,1,184,0
1348,337,0,0,0,136,0
1349,337,0,0,0,265,0
1350,335,2,0,0,204,-2
1351,334,0,1,0,182,-1
1352,334,1,0,1,149,0
1353,334,0,0,0,221,0
1354,334,0,0,0,231,0
1355,335,0,1,2,196,1
1356,335,1,0,1,202,0
1357,335,0,0,0,258,0
1358,336,0,0,1,233,1
1359,335,0,1,0,164,-1
1360,333,0,2,0,138,-2
1361,331,0,2,0,252,-2
1362,330,0,1,0,202,-1
1363,329,1,0,0,187,-1
1364,329,0,0,0,140,0
1365,330,0,0,1,219,1
1366,331,0,0,1,167,1
1367,333,0,0,2,192,2
1368,332,1,0,0,250,-1
1369,333,0,0,1,243,1
1370,334,0,0,1,171,1
1371,333,0,1,0,116,-1
1372,333,0,0,0,237,0
1373,333,0,0,0,238,0
1374,333,0,0,0,165,0
1375,331,1,1,0,187,-2
1376,331,1,0,1,150,0
1377,330,0,1,0,208,-1
1378,328,2,0,0,161,-2
1379,329,0,0,1,211,1
1380,329,0,1,1,230,0
1381,328,1,0,0,182,-1
1382,329,0,0,1,187,1
1383,330,0,1,2,252,1
1384,330,0,0,0,186,0
1385,329,0,1,0,141,-1
1386,328,0,1,0,225,-1
1387,328,0,0,0,231,0
1388,330,0,1,3,161,2
1389,330,0,0,0,188,0
1390,328,1,1,0,148,-2
1391,328,0,0,0,171,0
1392,328,0,0,0,176,0
1393,332,0,0,4,218,4
1394,334,0,0,2,203,2
1395,334,0,0,0,180,0
1396,335,0,0,1,198,1
1397,334,0,1,0,252,-1
1398,333,1,0,0,180,-1
1399,333,0,0,0,180,0
1400,333,0,0,0,248,0
1401,332,1,0,0,231,-1
1402,331,1,0,0,166,-1
1403,331,0,0,0,189,0
1404,331,0,1,1,145,0
1405,332,0,0,1,194,1
1406,332,1,0,1,166,0
1407,330,1,1,0,214,-2
1408,332,0,0,2,163,2
1409,332,0,0,0,207,0
1410,331,1,0,0,243,-1
1411,331,0,0,0,175,0
1412,331,0,0,0,193,0
1413,332,0,0,1,134,1
1414,334,0,0,2,212,2
1415,334,0,0,0,170,0
1416,334,0,0,0,201,0
1417,332,0,2,0,168,-2
1418,332,0,0,0,212,0
1419,332,0,0,0,165,0
1420,332,0,0,0,200,0
1421,332,0,0,0,252,0
1422,333,0,0,1,189,1
1423,333,0,0,0,194,0
1424,333,0,0,0,254,0
1425,333,0,0,0,181,0
1426,333,0,0,0,176,0
1427,335,0,0,2,135,2
1428,334,1,0,0,238,-1
1429,335,0,0,1,172,1
1430,339,0,0,4,203,4
1431,341,0,0,2,268,2
1432,342,0,0,1,183,1
1433,340,2,0,0,147,-2
1434,340,0,0,0,271,0
1435,339,0,1,0,189,-1
1436,339,0,0,0,186,0
1437,339,0,0,0,260,0
1438,340,0,0,1,202,1
1439,340,0,1,1,195,0
1440,340,0,1,1,160,0
1441,342,0,0,2,175,2
1442,342,0,0,0,260,0
1443,342,0,0,0,228,0
1444,341,1,1,1,176,-1
1445,341,0,0,0,143,0
1446,341,0,0,0,281,0
1447,341,0,0,0,199,0
1448,342,0,0,1,176,1
1449,342,0,0,0,153,0
1450,343,0,0,1,230,1
1451,344,1,0,2,254,1
1452,345,0,0,1,181,1
1453,344,0,1,0,205,-1
1454,343,0,1,0,199,-1
1455,343,0,1,1,156,0
1456,344,0,0,1,217,1
1457,343,1,0,0,166,-1
1458,342,0,2,1,202,-1
1459,343,0,0,1,259,1
1460,342,0,1,0,183,-1
1461,342,0,0,0,209,0
1462,342,0,0,0,142,0
1463,343,0,0,1,199,1
1464,344,0,0,1,171,1
1465,345,0,0,1,274,1
1466,344,1,0,0,177,-1
1467,345,1,0,2,187,1
1468,346,0,0,1,261,1
1469,347,0,0,1,174,1
1470,349,1,0,3,143,2
1471,350,0,0,1,284,1
1472,351,0,0,1,246,1
1473,351,0,0,0,172,0
1474,350,0,1,0,219,-1
1475,350,1,0,1,209,0
1476,350,0,0,0,163,0
1477,351,1,0,2,208,1
1478,350,0,1,0,270,-1
1479,349,0,1,0,176,-1
1480,350,1,0,2,139,1
1481,349,1,1,1,222,-1
1482,349,1,0,1,251,0
1483,349,0,1,1,190,0
1484,350,1,0,2,139,1
1485,349,1,0,0,280,-1
1486,348,0,1,0,220,-1
1487,348,0,0,0,161,0
1488,348,0,0,0,198,0
1489,349,0,0,1,169,1
1490,349,0,0,0,216,0
1491,350,1,0,2,155,1
1492,350,0,0,0,206,0
1493,350,0,0,0,166,0
1494,350,0,2,2,273,0
1495,350,1,0,1,237,0
1496,347,0,4,1,169,-3
1497,347,1,0,1,134,0
1498,348,1,0,2,284,1
1499,348,0,0,0,237,0
1500,347,1,0,0,171,-1
1501,346,0,1,0,201,-1
1502,344,0,2,0,259,-2
1503,344,0,0,0,176,0
1504,344,0,0,0,138,0
1505,344,0,0,0,272,0
1506,344,0,0,0,232,0
1507,346,0,0,2,159,2
1508,346,2,0,2,223,0
1509,346,0,0,0,171,0
1510,346,0,0,0,198,0
1511,347,0,0,1,163,1
1512,348,0,0,1,266,1
1513,348,1,0,1,183,0
1514,349,0,0,1,196,1
1515,350,2,0,3,143,1
1516,353,1,0,4,221,3
1517,354,0,0,1,248,1
1518,355,0,0,1,186,1
1519,354,1,0,0,194,-1
1520,355,0,0,1,158,1
1521,355,0,0,0,182,0
1522,356,0,0,1,286,1
1523,356,0,0,0,251,0
1524,356,0,0,0,184,0
1525,355,0,1,0,215,-1
1526,356,0,0,1,214,1
1527,357,0,0,1,164,1
1528,356,0,1,0,165,-1
1529,356,0,0,0,282,0
1530,356,0,0,0,193,0
1531,355,0,1,0,198,-1
1532,354,0,1,0,142,-1
1533,355,0,0,1,283,1
1534,355,0,0,0,215,0
1535,355,0,0,0,185,0
1536,358,0,0,3,141,3
1537,358,1,0,1,245,0
1538,358,0,0,0,178,0
1539,357,1,0,0,214,-1
1540,357,0,0,0,258,0
1541,358,0,0,1,193,1
1542,357,1,0,0,198,-1
1543,354,1,2,0,147,-3
1544,354,0,0,0,226,0
1545,353,0,1,0,258,-1
1546,353,0,0,0,263,0
1547,354,0,0,1,187,1
1548,355,0,0,1,131,1
1549,355,0,0,0,233,0
1550,354,1,0,0,182,-1
1551,355,0,1,2,215,1
1552,355,0,0,0,258,0
1553,356,0,0,1,190,1
1554,357,0,0,1,144,1
1555,355,0,2,0,239,-2
1556,355,0,0,0,249,0
1557,355,0,0,0,180,0
1558,355,0,0,0,213,0
1559,356,0,0,1,160,1
1560,356,0,2,2,214,0
1561,356,0,0,0,178,0
1562,356,0,0,0,217,0
1563,357,0,1,2,161,1
1564,357,0,0,0,226,0
1565,357,0,0,0,170,0
1566,358,0,0,1,215,1
1567,361,0,0,3,266,3
1568,362,0,0,1,207,1
1569,363,0,0,1,187,1
1570,363,0,0,0,203,0
1571,364,0,0,1,164,1
1572,365,1,0,2,179,1
1573,365,0,0,0,290,0
1574,364,0,1,0,255,-1
1575,363,1,1,1,191,-1
1576,363,1,0,1,132,0
1577,363,0,1,1,288,0
1578,363,1,0,1,243,0
1579,363,0,0,0,188,0
1580,364,0,0,1,211,1
1581,364,0,0,0,209,0
1582,364,0,0,0,214,0
1583,363,0,1,0,207,-1
1584,363,0,0,0,201,0
1585,362,0,1,0,154,-1
1586,361,1,1,1,236,-1
1587,361,0,1,1,157,0
1588,361,0,0,0,217,0
1589,361,0,1,1,167,0
1590,361,0,0,0,232,0
1591,360,1,0,0,214,-1
1592,360,0,0,0,200,0
1593,361,0,0,1,283,1
1594,362,0,0,1,193,1
1595,363,1,0,2,208,1
1596,362,0,1,0,277,-1
1597,361,1,0,0,193,-1
1598,362,0,0,1,197,1
1599,364,0,0,2,270,2
1600,364,0,0,0,200,0
1601,363,0,2,1,202,-1
1602,363,1,0,1,264,0
1603,363,0,0,0,252,0
1604,363,0,0,0,170,0
1605,363,0,0,0,220,0
1606,364,0,0,1,267,1
1607,364,0,0,0,191,0
1608,363,1,0,0,133,-1
1609,363,1,0,1,301,0
1610,363,0,0,0,207,0
1611,364,1,0,2,181,1
1612,363,0,1,0,265,-1
1613,362,1,1,1,191,-1
1614,362,0,0,0,134,0
1615,363,1,0,2,160,1
1616,364,0,0,1,273,1
1617,364,0,0,0,255,0
1618,365,0,0,1,176,1
1619,367,0,0,2,215,2
1620,369,0,0,2,266,2
1621,369,0,1,1,208,0
1622,369,0,1,1,140,0
1623,369,0,0,0,290,0
1624,368,1,0,0,247,-1
1625,367,0,1,0,169,-1
1626,365,1,1,0,201,-2
1627,364,1,0,0,205,-1
1628,365,0,0,1,213,1
1629,366,0,0,1,203,1
1630,366,0,0,0,164,0
1631,369,0,0,3,172,3
1632,369,0,1,1,189,0
1633,372,0,0,3,218,3
1634,373,1,1,3,270,1
1635,374,0,0,1,245,1
1636,375,0,0,1,169,1
1637,374,0,1,0,212,-1
1638,374,0,0,0,210,0
1639,374,1,0,1,203,0
1640,373,1,0,0,212,-1
1641,371,2,0,0,208,-2
1642,373,0,1,3,214,2
1643,372,0,1,0,215,-1
1644,373,0,1,2,212,1
1645,372,1,0,0,200,-1
1646,372,0,1,1,205,0
1647,372,0,0,0,212,0
1648,372,0,0,0,151,0
1649,374,0,0,2,191,2
1650,373,1,0,0,210,-1
1651,375,0,0,2,278,2
1652,376,0,0,1,199,1
1653,376,0,0,0,200,0
1654,375,1,0,0,280,-1
1655,381,0,0,6,212,6
1656,381,0,2,2,207,0
1657,379,1,2,1,220,-2
1658,380,0,0,1,222,1
1659,380,0,0,0,160,0
1660,379,1,0,0,187,-1
1661,378,1,0,0,290,-1
1662,378,0,0,0,202,0
1663,378,0,0,0,183,0
1664,379,0,1,2,141,1
1665,379,1,1,2,253,0
1666,380,0,0,1,223,1
1667,377,1,2,0,270,-3
1668,377,1,0,1,248,0
1669,377,0,0,0,174,0
1670,379,0,0,2,213,2
1671,378,0,1,0,172,-1
1672,379,0,0,1,229,1
1673,378,0,1,0,266,-1
1674,378,0,0,0,272,0
1675,379,0,0,1,192,1
1676,379,0,0,0,196,0
1677,380,0,0,1,229,1
1678,381,0,0,1,173,1
1679,381,0,0,0,230,0
1680,380,2,0,1,288,-1
1681,380,0,0,0,182,0
1682,380,0,0,0,135,0
1683,379,0,1,0,300,-1
1684,381,0,0,2,225,2
1685,380,1,0,0,183,-1
1686,380,2,1,3,146,0
1687,382,0,0,2,293,2
1688,383,0,0,1,219,1
1689,380,2,1,0,184,-3
1690,380,0,0,0,148,0
1691,382,0,0,2,237,2
1692,382,0,0,0,274,0
1693,384,0,0,2,255,2
1694,384,0,0,0,185,0
1695,384,0,0,0,210,0
1696,384,0,0,0,170,0
1697,383,1,0,0,245,-1
1698,384,0,0,1,172,1
1699,384,0,0,0,221,0
1700,384,0,0,0,274,0
1701,384,1,0,1,274,0
1702,382,1,1,0,185,-2
1703,381,2,0,1,215,-1
1704,380,1,0,0,289,-1
1705,380,0,0,0,196,0
1706,379,0,1,0,211,-1
1707,379,0,0,0,288,0
1708,378,0,1,0,200,-1
1709,377,1,0,0,197,-1
1710,377,0,0,0,161,0
1711,376,1,0,0,235,-1
1712,375,0,1,0,262,-1
1713,375,0,0,0,189,0
1714,375,0,1,1,205,0
1715,376,0,0,1,163,1
1716,377,1,0,2,234,1
1717,376,1,0,0,268,-1
1718,377,0,1,2,197,1
1719,378,0,0,1,221,1
1720,378,0,1,1,150,0
1721,377,0,1,0,243,-1
1722,378,0,1,2,256,1
1723,378,1,0,1,257,0
1724,378,0,0,0,194,0
1725,378,0,0,0,127,0
1726,378,0,1,1,180,0
1727,377,0,2,1,195,-1
1728,376,0,1,0,290,-1
1729,377,0,0,1,209,1
1730,379,0,0,2,191,2
1731,379,0,0,0,153,0
1732,379,0,0,0,303,0
1733,379,0,0,0,210,0
1734,379,0,0,0,199,0
1735,380,0,0,1,303,1
1736,380,0,0,0,208,0
1737,380,0,0,0,197,0
1738,379,0,1,0,145,-1
1739,379,0,0,0,244,0
1740,379,0,0,0,266,0
1741,379,0,0,0,180,0
1742,379,0,0,0,161,0
1743,381,1,0,3,285,2
1744,381,0,0,0,206,0
1745,380,1,0,0,197,-1
1746,380,0,0,0,281,0
1747,381,1,0,2,214,1
1748,380,2,0,1,151,-1
1749,380,0,0,0,178,0
1750,381,0,0,1,310,1
1751,381,0,1,1,214,0
1752,381,0,1,1,199,0
1753,380,1,0,0,291,-1
1754,378,1,1,0,253,-2
1755,380,0,0,2,195,2
1756,379,0,1,0,152,-1
1757,380,0,0,1,179,1
1758,379,1,0,0,283,-1
1759,381,0,0,2,261,2
1760,382,0,1,2,201,1
1761,382,0,0,0,142,0
1762,383,1,0,2,194,1
1763,386,0,0,3,278,3
1764,386,0,1,1,203,0
1765,387,0,0,1,195,1
1766,386,0,1,0,143,-1
1767,386,1,1,2,234,0
1768,386,1,0,1,181,0
1769,387,0,0,1,302,1
1770,388,1,0,2,202,1
1771,388,0,0,0,208,0
1772,388,0,0,0,283,0
1773,388,0,1,1,206,0
1774,389,0,0,1,156,1
1775,388,0,1,0,247,-1
1776,388,1,0,1,191,0
1777,389,0,0,1,227,1
1778,390,0,0,1,170,1
1779,388,1,1,0,231,-2
1780,387,0,1,0,177,-1
1781,386,2,0,1,241,-1
1782,386,0,0,0,165,0
1783,388,0,0,2,230,2
1784,388,0,0,0,243,0
1785,389,0,0,1,289,1
1786,390,1,0,2,211,1
1787,389,0,1,0,223,-1
1788,393,0,0,4,302,4
1789,393,0,1,1,218,0
1790,392,0,1,0,202,-1
1791,391,1,0,0,153,-1
1792,391,0,0,0,252,0
1793,391,0,0,0,278,0
1794,389,0,2,0,215,-2
1795,390,0,0,1,199,1
1796,390,0,0,0,298,0
1797,390,0,0,0,213,0
1798,391,0,0,1,210,1
1799,390,0,1,0,292,-1
1800,390,0,0,0,205,0
1801,390,0,0,0,146,0
1802,391,1,0,2,163,1
1803,393,0,0,2,309,2
1804,394,0,0,1,216,1
1805,394,0,0,0,208,0
1806,394,0,0,0,295,0
1807,396,0,0,2,205,2
1808,397,0,0,1,164,1
1809,396,0,1,0,172,-1
1810,396,0,1,1,302,0
1811,395,1,1,1,240,-1
1812,394,1,0,0,189,-1
1813,395,0,0,1,158,1
1814,396,0,0,1,263,1
1815,398,0,0,2,279,2
1816,402,0,0,4,196,4
1817,403,0,0,1,222,1
1818,404,1,0,2,162,1
1819,404,0,0,0,312,0
1820,403,1,0,0,259,-1
1821,402,1,1,1,171,-1
1822,401,1,0,0,236,-1
1823,401,1,0,1,237,0
1824,403,0,0,2,212,2
1825,403,1,1,2,235,0
1826,402,1,0,0,222,-1
1827,403,0,0,1,146,1
1828,403,0,0,0,197,0
1829,403,0,0,0,318,0
1830,403,0,0,0,263,0
1831,403,1,0,1,180,0
1832,403,0,0,0,226,0
1833,404,0,0,1,290,1
1834,406,0,0,2,196,2
1835,403,2,1,0,222,-3
1836,403,0,1,1,286,0
1837,402,1,0,0,199,-1
1838,400,0,2,0,167,-2
1839,398,2,0,0,311,-2
1840,398,1,0,1,215,0
1841,398,0,0,0,196,0
1842,399,1,0,2,299,1
1843,401,0,0,2,201,2
1844,402,0,0,1,215,1
1845,402,0,0,0,154,0
1846,402,0,0,0,259,0
1847,403,0,0,1,289,1
1848,401,2,0,0,200,-2
1849,401,0,0,0,211,0
1850,402,0,0,1,295,1
1851,401,0,1,0,196,-1
1852,401,0,0,0,158,0
1853,401,0,0,0,186,0
1854,401,0,0,0,307,0
1855,400,0,1,0,219,-1
1856,399,0,3,2,206,-1
1857,400,0,0,1,163,1
1858,397,1,2,0,251,-3
1859,397,0,0,0,167,0
1860,397,0,0,0,231,0
1861,397,1,0,1,285,0
1862,397,0,0,0,276,0
1863,395,0,2,0,178,-2
1864,396,0,0,1,225,1
1865,396,1,0,1,162,0
1866,397,1,0,2,226,1
1867,398,0,0,1,292,1
1868,399,0,0,1,213,1
1869,397,1,1,0,161,-2
1870,399,0,0,2,154,2
1871,399,0,0,0,218,0
1872,397,1,1,0,244,-2
1873,398,0,0,1,279,1
1874,397,1,0,0,196,-1
1875,397,0,0,0,202,0
1876,396,1,0,0,163,-1
1877,396,0,0,0,254,0
1878,398,0,0,2,281,2
1879,396,0,2,0,263,-2
1880,396,0,1,1,184,0
1881,397,0,0,1,162,1
1882,397,0,1,1,185,0
1883,397,0,0,0,301,0
1884,397,0,0,0,278,0
1885,399,0,0,2,177,2
1886,400,0,0,1,217,1
1887,399,1,0,0,179,-1
1888,398,2,0,1,226,-1
1889,396,1,1,0,189,-2
1890,394,1,1,0,243,-2
1891,394,1,0,1,273,0
1892,395,0,0,1,209,1
1893,395,0,2,2,206,0
1894,396,0,0,1,292,1
1895,398,0,0,2,192,2
1896,398,1,0,1,222,0
1897,398,0,0,0,284,0
1898,397,0,1,0,205,-1
1899,397,0,0,0,164,0
1900,396,1,0,0,252,-1
1901,396,0,0,0,197,0
1902,398,0,1,3,226,2
1903,398,0,1,1,164,0
1904,396,2,0,0,237,-2
1905,396,0,0,0,223,0
1906,397,1,0,2,217,1
1907,396,1,0,0,289,-1
1908,397,1,0,2,187,1
1909,397,2,0,2,215,0
1910,400,0,0,3,168,3
1911,398,0,2,0,243,-2
1912,397,1,0,0,285,-1
1913,396,1,0,0,195,-1
1914,399,0,0,3,205,3
1915,398,0,2,1,149,-1
1916,398,0,1,1,250,0
1917,399,0,0,1,193,1
1918,402,0,0,3,304,3
1919,403,0,0,1,275,1
1920,403,0,0,0,203,0
1921,403,0,0,0,214,0
1922,404,0,0,1,165,1
1923,407,0,0,3,246,3
1924,408,1,0,2,298,1
1925,408,0,0,0,207,0
1926,409,0,0,1,133,1
1927,410,0,0,1,194,1
1928,410,1,0,1,219,0
1929,410,0,0,0,251,0
1930,412,1,0,3,245,2
1931,415,0,0,3,280,3
1932,417,0,0,2,209,2
1933,417,0,1,1,232,0
1934,416,1,0,0,296,-1
1935,415,0,1,0,200,-1
1936,416,1,0,2,168,1
1937,416,0,0,0,324,0
1938,416,0,0,0,225,0
1939,418,0,0,2,212,2
1940,417,2,0,1,166,-1
1941,417,1,0,1,272,0
1942,419,0,0,2,286,2
1943,419,1,0,1,204,0
1944,418,2,0,1,222,-1
1945,418,0,0,0,252,0
1946,417,0,1,0,229,-1
1947,418,0,0,1,225,1
1948,418,0,0,0,245,0
1949,419,0,0,1,224,1
1950,417,0,3,1,169,-2
1951,419,0,0,2,228,2
1952,418,1,0,0,309,-1
1953,418,0,0,0,205,0
1954,420,0,0,2,217,2
1955,419,1,0,0,309,-1
1956,419,0,0,0,208,0
1957,418,1,0,0,148,-1
1958,417,1,0,0,184,-1
1959,418,0,0,1,315,1
1960,420,1,0,3,270,2
1961,421,0,0,1,213,1
1962,421,0,0,0,245,0
1963,421,0,0,0,249,0
1964,420,1,0,0,172,-1
1965,418,1,1,0,176,-2
1966,417,1,0,0,320,-1
1967,416,0,1,0,236,-1
1968,416,0,0,0,206,0
1969,416,0,2,2,149,0
1970,416,0,0,0,253,0
1971,414,1,2,1,245,-2
1972,416,0,0,2,199,2
1973,415,0,1,0,299,-1
1974,414,2,0,1,208,-1
1975,415,0,0,1,217,1
