,kyon_nums,eaten_kyons,dead_kyons,born_kyons,eaten_grasses,increase
296,255,0,0,1,140,1
297,253,0,2,0,116,-2
298,252,0,1,0,147,-1
299,252,0,0,0,139,0
300,252,0,1,1,208,0
301,251,0,1,0,183,-1
302,253,0,0,2,129,2
303,252,1,0,0,117,-1
304,252,0,0,0,177,0
305,252,0,0,0,142,0
306,251,0,1,0,162,-1
307,250,0,1,0,193,-1
308,250,0,0,0,145,0
309,249,0,1,0,150,-1
310,250,0,0,1,198,1
311,250,0,0,0,158,0
312,246,2,2,0,117,-4
313,245,1,0,0,130,-1
314,246,0,0,1,188,1
315,246,0,2,2,163,0
316,246,0,0,0,150,0
317,245,1,0,0,196,-1
318,243,1,1,0,173,-2
319,243,0,1,1,138,0
320,245,0,0,2,158,2
321,245,0,0,0,157,0
322,245,0,0,0,147,0
323,244,1,0,0,118,-1
324,244,0,0,0,151,0
325,244,0,0,0,146,0
326,242,0,2,0,191,-2
327,242,0,0,0,152,0
328,243,0,0,1,145,1
329,245,0,0,2,130,2
330,246,0,0,1,179,1
331,245,0,1,0,189,-1
332,246,0,0,1,146,1
333,245,1,0,0,153,-1
334,245,0,0,0,123,0
335,246,0,0,1,141,1
336,245,1,1,1,127,-1
337,247,0,0,2,201,2
338,247,0,1,1,150,0
339,248,0,0,1,151,1
340,248,0,1,1,195,0
341,248,0,1,1,152,0
342,249,0,0,1,142,1
343,248,0,1,0,139,-1
344,247,0,1,0,170,-1
345,247,1,0,1,148,0
346,247,1,0,1,152,0
347,247,1,0,1,164,0
348,247,0,0,0,157,0
349,247,0,0,0,159,0
350,247,0,0,0,158,0
351,249,0,0,2,192,2
352,249,0,0,0,192,0
353,249,1,0,1,155,0
354,247,1,1,0,157,-2
355,249,0,0,2,132,2
356,250,0,0,1,136,1
357,252,0,0,2,151,2
358,252,0,1,1,159,0
359,254,0,0,2,190,2
360,254,0,0,0,187,0
361,255,0,0,1,140,1
362,254,0,1,0,110,-1
363,255,0,0,1,186,1
364,254,1,1,1,190,-1
365,254,0,0,0,144,0
366,254,0,0,0,137,0
367,254,1,0,1,175,0
368,254,0,0,0,199,0
369,254,0,0,0,157,0
370,253,0,1,0,149,-1
371,251,1,1,0,134,-2
372,250,1,0,0,139,-1
373,250,0,1,1,141,0
374,251,0,0,1,172,1
375,251,0,0,0,165,0
376,251,0,0,0,139,0
377,251,0,0,0,157,0
378,250,0,1,0,192,-1
379,251,0,0,1,152,1
380,252,0,0,1,150,1
381,253,0,0,1,131,1
382,254,0,0,1,172,1
383,254,0,0,0,197,0
384,255,0,0,1,166,1
385,254,0,1,0,120,-1
386,254,0,0,0,123,0
387,254,0,0,0,144,0
388,254,1,0,1,200,0
389,254,0,0,0,164,0
390,254,0,0,0,128,0
391,254,0,0,0,123,0
392,254,0,0,0,204,0
393,255,0,0,1,163,1
394,254,0,1,0,147,-1
395,252,0,2,0,103,-2
396,253,0,0,1,165,1
397,253,0,0,0,190,0
398,253,0,0,0,155,0
399,253,1,0,1,155,0
